Notes,State,County,County Code,Injury Intent,Injury Intent Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
, WA,Skagit County,53057,"Non-Injury, no intent classified",9,18781,2164491,867.7,855.3,880.1,6.3,0.00%
, WA,Skamania County,53059,Unintentional,1,112,203882,54.9,44.8,65.1,5.2,0.00%
, WA,Skamania County,53059,Suicide,2,52,203882,25.5,19,33.4,3.5,0.00%
, WA,Skamania County,53059,"Non-Injury, no intent classified",9,1316,203882,645.5,610.6,680.3,17.8,0.00%
, WA,Snohomish County,53061,Unintentional,1,5011,13183513,38,37,39.1,0.5,0.00%
, WA,Snohomish County,53061,Suicide,2,1754,13183513,13.3,12.7,13.9,0.3,0.00%
, WA,Snohomish County,53061,Homicide,3,296,13183513,2.2,2,2.5,0.1,0.00%
, WA,Snohomish County,53061,Undetermined ,4,174,13183513,1.3,1.1,1.5,0.1,0.00%
, WA,Snohomish County,53061,Legal Intervention / Operations of War,5,24,13183513,0.2,0.1,0.3,0,0.00%
, WA,Snohomish County,53061,"Non-Injury, no intent classified",9,78147,13183513,592.8,588.6,596.9,2.1,0.20%
, WA,Spokane County,53063,Unintentional,1,4937,8704578,56.7,55.1,58.3,0.8,0.00%
, WA,Spokane County,53063,Suicide,2,1461,8704578,16.8,15.9,17.6,0.4,0.00%
, WA,Spokane County,53063,Homicide,3,312,8704578,3.6,3.2,4,0.2,0.00%
, WA,Spokane County,53063,Undetermined ,4,178,8704578,2,1.7,2.3,0.2,0.00%
, WA,Spokane County,53063,Legal Intervention / Operations of War,5,26,8704578,0.3,0.2,0.4,0.1,0.00%
, WA,Spokane County,53063,"Non-Injury, no intent classified",9,68665,8704578,788.8,782.9,794.7,3,0.10%
, WA,Stevens County,53065,Unintentional,1,561,806327,69.6,63.8,75.3,2.9,0.00%
, WA,Stevens County,53065,Suicide,2,168,806327,20.8,17.7,24,1.6,0.00%
, WA,Stevens County,53065,Homicide,3,40,806327,5,3.5,6.8,0.8,0.00%
, WA,Stevens County,53065,Undetermined ,4,12,806327,Unreliable,0.8,2.6,0.4,0.00%
, WA,Stevens County,53065,"Non-Injury, no intent classified",9,6943,806327,861.1,840.8,881.3,10.3,0.00%
, WA,Thurston County,53067,Unintentional,1,1831,4595969,39.8,38,41.7,0.9,0.00%
, WA,Thurston County,53067,Suicide,2,720,4595969,15.7,14.5,16.8,0.6,0.00%
, WA,Thurston County,53067,Homicide,3,98,4595969,2.1,1.7,2.6,0.2,0.00%
, WA,Thurston County,53067,Undetermined ,4,88,4595969,1.9,1.5,2.4,0.2,0.00%
, WA,Thurston County,53067,Legal Intervention / Operations of War,5,11,4595969,Unreliable,0.1,0.4,0.1,0.00%
, WA,Thurston County,53067,"Non-Injury, no intent classified",9,32535,4595969,707.9,700.2,715.6,3.9,0.10%
, WA,Wahkiakum County,53069,Unintentional,1,50,74849,66.8,49.6,88.1,9.4,0.00%
, WA,Wahkiakum County,53069,Suicide,2,25,74849,33.4,21.6,49.3,6.7,0.00%
, WA,Wahkiakum County,53069,"Non-Injury, no intent classified",9,839,74849,1120.9,1045.1,1196.8,38.7,0.00%
, WA,Walla Walla County,53071,Unintentional,1,574,1097408,52.3,48,56.6,2.2,0.00%
, WA,Walla Walla County,53071,Suicide,2,174,1097408,15.9,13.5,18.2,1.2,0.00%
, WA,Walla Walla County,53071,Homicide,3,19,1097408,Unreliable,1,2.7,0.4,0.00%
, WA,Walla Walla County,53071,"Non-Injury, no intent classified",9,9757,1097408,889.1,871.5,906.7,9,0.00%
, WA,Whatcom County,53073,Unintentional,1,1160,3676106,31.6,29.7,33.4,0.9,0.00%
, WA,Whatcom County,53073,Suicide,2,536,3676106,14.6,13.3,15.8,0.6,0.00%
, WA,Whatcom County,53073,Homicide,3,83,3676106,2.3,1.8,2.8,0.2,0.00%
, WA,Whatcom County,53073,Undetermined ,4,50,3676106,1.4,1,1.8,0.2,0.00%
, WA,Whatcom County,53073,"Non-Injury, no intent classified",9,25134,3676106,683.7,675.3,692.2,4.3,0.10%
, WA,Whitman County,53075,Unintentional,1,254,840232,30.2,26.5,33.9,1.9,0.00%
, WA,Whitman County,53075,Suicide,2,67,840232,8,6.2,10.1,1,0.00%
, WA,Whitman County,53075,"Non-Injury, no intent classified",9,4227,840232,503.1,487.9,518.2,7.7,0.00%
, WA,Yakima County,53077,Unintentional,1,1873,4490289,41.7,39.8,43.6,1,0.00%
, WA,Yakima County,53077,Suicide,2,562,4490289,12.5,11.5,13.6,0.5,0.00%
, WA,Yakima County,53077,Homicide,3,329,4490289,7.3,6.5,8.1,0.4,0.00%
, WA,Yakima County,53077,Undetermined ,4,24,4490289,0.5,0.3,0.8,0.1,0.00%
, WA,Yakima County,53077,"Non-Injury, no intent classified",9,31942,4490289,711.4,703.6,719.2,4,0.10%
, WV,Barbour County,54001,Unintentional,1,198,307016,64.5,55.5,73.5,4.6,0.00%
, WV,Barbour County,54001,Suicide,2,44,307016,14.3,10.4,19.2,2.2,0.00%
, WV,Barbour County,54001,Homicide,3,15,307016,Unreliable,2.7,8.1,1.3,0.00%
, WV,Barbour County,54001,Undetermined ,4,10,307016,Unreliable,1.6,6,1,0.00%
, WV,Barbour County,54001,"Non-Injury, no intent classified",9,3344,307016,1089.2,1052.3,1126.1,18.8,0.00%
, WV,Berkeley County,54003,Unintentional,1,1167,1850945,63,59.4,66.7,1.8,0.00%
, WV,Berkeley County,54003,Suicide,2,284,1850945,15.3,13.6,17.1,0.9,0.00%
, WV,Berkeley County,54003,Homicide,3,77,1850945,4.2,3.3,5.2,0.5,0.00%
, WV,Berkeley County,54003,Undetermined ,4,65,1850945,3.5,2.7,4.5,0.4,0.00%
, WV,Berkeley County,54003,"Non-Injury, no intent classified",9,13915,1850945,751.8,739.3,764.3,6.4,0.00%
, WV,Boone County,54005,Unintentional,1,478,468165,102.1,92.9,111.3,4.7,0.00%
, WV,Boone County,54005,Suicide,2,75,468165,16,12.6,20.1,1.8,0.00%
, WV,Boone County,54005,Homicide,3,26,468165,5.6,3.6,8.1,1.1,0.00%
, WV,Boone County,54005,Undetermined ,4,19,468165,Unreliable,2.4,6.3,0.9,0.00%
, WV,Boone County,54005,"Non-Injury, no intent classified",9,5420,468165,1157.7,1126.9,1188.5,15.7,0.00%
, WV,Braxton County,54007,Unintentional,1,191,276435,69.1,59.3,78.9,5,0.00%
, WV,Braxton County,54007,Suicide,2,38,276435,13.7,9.7,18.9,2.2,0.00%
, WV,Braxton County,54007,"Non-Injury, no intent classified",9,3023,276435,1093.6,1054.6,1132.5,19.9,0.00%
, WV,Brooke County,54009,Unintentional,1,266,461038,57.7,50.8,64.6,3.5,0.00%
, WV,Brooke County,54009,Suicide,2,82,461038,17.8,14.1,22.1,2,0.00%
, WV,Brooke County,54009,Homicide,3,15,461038,Unreliable,1.8,5.4,0.8,0.00%
, WV,Brooke County,54009,"Non-Injury, no intent classified",9,5848,461038,1268.4,1235.9,1301,16.6,0.00%
, WV,Cabell County,54011,Unintentional,1,1477,1824389,81,76.8,85.1,2.1,0.00%
, WV,Cabell County,54011,Suicide,2,264,1824389,14.5,12.7,16.2,0.9,0.00%
, WV,Cabell County,54011,Homicide,3,122,1824389,6.7,5.5,7.9,0.6,0.00%
, WV,Cabell County,54011,Undetermined ,4,47,1824389,2.6,1.9,3.4,0.4,0.00%
, WV,Cabell County,54011,"Non-Injury, no intent classified",9,20912,1824389,1146.2,1130.7,1161.8,7.9,0.00%
, WV,Calhoun County,54013,Unintentional,1,97,142856,67.9,55.1,82.8,6.9,0.00%
, WV,Calhoun County,54013,Suicide,2,31,142856,21.7,14.7,30.8,3.9,0.00%
, WV,Calhoun County,54013,"Non-Injury, no intent classified",9,1605,142856,1123.5,1068.5,1178.5,28,0.00%
, WV,Clay County,54015,Unintentional,1,125,182237,68.6,56.6,80.6,6.1,0.00%
, WV,Clay County,54015,Suicide,2,36,182237,19.8,13.8,27.3,3.3,0.00%
, WV,Clay County,54015,Homicide,3,15,182237,Unreliable,4.6,13.6,2.1,0.00%
, WV,Clay County,54015,"Non-Injury, no intent classified",9,2021,182237,1109,1060.6,1157.3,24.7,0.00%
, WV,Doddridge County,54017,Unintentional,1,87,151581,57.4,46,70.8,6.2,0.00%
, WV,Doddridge County,54017,Suicide,2,28,151581,18.5,12.3,26.7,3.5,0.00%
, WV,Doddridge County,54017,"Non-Injury, no intent classified",9,1424,151581,939.4,890.6,988.2,24.9,0.00%
, WV,Fayette County,54019,Unintentional,1,667,875225,76.2,70.4,82,3,0.00%
, WV,Fayette County,54019,Suicide,2,142,875225,16.2,13.6,18.9,1.4,0.00%
, WV,Fayette County,54019,Homicide,3,62,875225,7.1,5.4,9.1,0.9,0.00%
, WV,Fayette County,54019,Undetermined ,4,31,875225,3.5,2.4,5,0.6,0.00%
, WV,Fayette County,54019,"Non-Injury, no intent classified",9,11102,875225,1268.5,1244.9,1292.1,12,0.00%
, WV,Gilmer County,54021,Unintentional,1,83,153774,54,43,66.9,5.9,0.00%
, WV,Gilmer County,54021,Suicide,2,24,153774,15.6,10,23.2,3.2,0.00%
, WV,Gilmer County,54021,"Non-Injury, no intent classified",9,1443,153774,938.4,890,986.8,24.7,0.00%
, WV,Grant County,54023,Unintentional,1,123,221906,55.4,45.6,65.2,5,0.00%
, WV,Grant County,54023,Suicide,2,39,221906,17.6,12.5,24,2.8,0.00%
, WV,Grant County,54023,"Non-Injury, no intent classified",9,2189,221906,986.5,945.1,1027.8,21.1,0.00%
, WV,Greenbrier County,54025,Unintentional,1,459,668537,68.7,62.4,74.9,3.2,0.00%
, WV,Greenbrier County,54025,Suicide,2,128,668537,19.1,15.8,22.5,1.7,0.00%
, WV,Greenbrier County,54025,Homicide,3,23,668537,3.4,2.2,5.2,0.7,0.00%
, WV,Greenbrier County,54025,Undetermined ,4,20,668537,3,1.8,4.6,0.7,0.00%
, WV,Greenbrier County,54025,"Non-Injury, no intent classified",9,8173,668537,1222.5,1196,1249,13.5,0.00%
, WV,Hampshire County,54027,Unintentional,1,313,429890,72.8,64.7,80.9,4.1,0.00%
, WV,Hampshire County,54027,Suicide,2,68,429890,15.8,12.3,20.1,1.9,0.00%
, WV,Hampshire County,54027,Homicide,3,17,429890,Unreliable,2.3,6.3,1,0.00%
, WV,Hampshire County,54027,Undetermined ,4,17,429890,Unreliable,2.3,6.3,1,0.00%
, WV,Hampshire County,54027,"Non-Injury, no intent classified",9,3932,429890,914.7,886.1,943.2,14.6,0.00%
, WV,Hancock County,54029,Unintentional,1,374,589766,63.4,57,69.8,3.3,0.00%
, WV,Hancock County,54029,Suicide,2,93,589766,15.8,12.7,19.3,1.6,0.00%
, WV,Hancock County,54029,Homicide,3,13,589766,Unreliable,1.2,3.8,0.6,0.00%
, WV,Hancock County,54029,Undetermined ,4,16,589766,Unreliable,1.6,4.4,0.7,0.00%
, WV,Hancock County,54029,"Non-Injury, no intent classified",9,7472,589766,1266.9,1238.2,1295.7,14.7,0.00%
, WV,Hardy County,54031,Unintentional,1,153,257086,59.5,50.1,68.9,4.8,0.00%
, WV,Hardy County,54031,Suicide,2,45,257086,17.5,12.8,23.4,2.6,0.00%
, WV,Hardy County,54031,Homicide,3,15,257086,Unreliable,3.3,9.6,1.5,0.00%
, WV,Hardy County,54031,"Non-Injury, no intent classified",9,2497,257086,971.3,933.2,1009.4,19.4,0.00%
, WV,Harrison County,54033,Unintentional,1,781,1300451,60.1,55.8,64.3,2.1,0.00%
, WV,Harrison County,54033,Suicide,2,209,1300451,16.1,13.9,18.3,1.1,0.00%
, WV,Harrison County,54033,Homicide,3,64,1300451,4.9,3.8,6.3,0.6,0.00%
, WV,Harrison County,54033,Undetermined ,4,33,1300451,2.5,1.7,3.6,0.4,0.00%
, WV,Harrison County,54033,"Non-Injury, no intent classified",9,15288,1300451,1175.6,1157,1194.2,9.5,0.00%
, WV,Jackson County,54035,Unintentional,1,306,547517,55.9,49.6,62.2,3.2,0.00%
, WV,Jackson County,54035,Suicide,2,76,547517,13.9,10.9,17.4,1.6,0.00%
, WV,Jackson County,54035,Homicide,3,24,547517,4.4,2.8,6.5,0.9,0.00%
, WV,Jackson County,54035,Undetermined ,4,14,547517,Unreliable,1.4,4.3,0.7,0.00%
, WV,Jackson County,54035,"Non-Injury, no intent classified",9,5789,547517,1057.3,1030.1,1084.6,13.9,0.00%
, WV,Jefferson County,54037,Unintentional,1,499,962464,51.8,47.3,56.4,2.3,0.00%
, WV,Jefferson County,54037,Suicide,2,118,962464,12.3,10,14.5,1.1,0.00%
, WV,Jefferson County,54037,Homicide,3,27,962464,2.8,1.8,4.1,0.5,0.00%
, WV,Jefferson County,54037,Undetermined ,4,25,962464,2.6,1.7,3.8,0.5,0.00%
, WV,Jefferson County,54037,"Non-Injury, no intent classified",9,7298,962464,758.3,740.9,775.7,8.9,0.00%
, WV,Kanawha County,54039,Unintentional,1,2510,3668697,68.4,65.7,71.1,1.4,0.00%
, WV,Kanawha County,54039,Suicide,2,654,3668697,17.8,16.5,19.2,0.7,0.00%
, WV,Kanawha County,54039,Homicide,3,263,3668697,7.2,6.3,8,0.4,0.00%
, WV,Kanawha County,54039,Undetermined ,4,128,3668697,3.5,2.9,4.1,0.3,0.00%
, WV,Kanawha County,54039,Legal Intervention / Operations of War,5,10,3668697,Unreliable,0.1,0.5,0.1,0.00%
, WV,Kanawha County,54039,"Non-Injury, no intent classified",9,43724,3668697,1191.8,1180.6,1203,5.7,0.10%
, WV,Lewis County,54041,Unintentional,1,191,313993,60.8,52.2,69.5,4.4,0.00%
, WV,Lewis County,54041,Suicide,2,54,313993,17.2,12.9,22.4,2.3,0.00%
, WV,Lewis County,54041,Homicide,3,19,313993,Unreliable,3.6,9.4,1.4,0.00%
, WV,Lewis County,54041,"Non-Injury, no intent classified",9,3990,313993,1270.7,1231.3,1310.2,20.1,0.00%
, WV,Lincoln County,54043,Unintentional,1,376,414017,90.8,81.6,100,4.7,0.00%
, WV,Lincoln County,54043,Suicide,2,71,414017,17.1,13.4,21.6,2,0.00%
, WV,Lincoln County,54043,Homicide,3,19,414017,Unreliable,2.8,7.2,1.1,0.00%
, WV,Lincoln County,54043,Undetermined ,4,15,414017,Unreliable,2,6,0.9,0.00%
, WV,Lincoln County,54043,"Non-Injury, no intent classified",9,4513,414017,1090.1,1058.2,1121.9,16.2,0.00%
, WV,Logan County,54045,Unintentional,1,699,688238,101.6,94,109.1,3.8,0.00%
, WV,Logan County,54045,Suicide,2,108,688238,15.7,12.7,18.7,1.5,0.00%
, WV,Logan County,54045,Homicide,3,54,688238,7.8,5.9,10.2,1.1,0.00%
, WV,Logan County,54045,Undetermined ,4,24,688238,3.5,2.2,5.2,0.7,0.00%
, WV,Logan County,54045,"Non-Injury, no intent classified",9,8849,688238,1285.7,1259,1312.5,13.7,0.00%
, WV,McDowell County,54047,Unintentional,1,496,434811,114.1,104,124.1,5.1,0.00%
, WV,McDowell County,54047,Suicide,2,110,434811,25.3,20.6,30,2.4,0.00%
, WV,McDowell County,54047,Homicide,3,68,434811,15.6,12.1,19.8,1.9,0.00%
, WV,McDowell County,54047,Undetermined ,4,29,434811,6.7,4.5,9.6,1.2,0.00%
, WV,McDowell County,54047,"Non-Injury, no intent classified",9,6315,434811,1452.4,1416.5,1488.2,18.3,0.00%
, WV,Marion County,54049,Unintentional,1,544,1072030,50.7,46.5,55,2.2,0.00%
, WV,Marion County,54049,Suicide,2,149,1072030,13.9,11.7,16.1,1.1,0.00%
, WV,Marion County,54049,Homicide,3,39,1072030,3.6,2.6,5,0.6,0.00%
, WV,Marion County,54049,Undetermined ,4,20,1072030,1.9,1.1,2.9,0.4,0.00%
, WV,Marion County,54049,"Non-Injury, no intent classified",9,12466,1072030,1162.8,1142.4,1183.3,10.4,0.00%
, WV,Marshall County,54051,Unintentional,1,298,637057,46.8,41.5,52.1,2.7,0.00%
, WV,Marshall County,54051,Suicide,2,102,637057,16,12.9,19.1,1.6,0.00%
, WV,Marshall County,54051,Homicide,3,16,637057,Unreliable,1.4,4.1,0.6,0.00%
, WV,Marshall County,54051,Undetermined ,4,10,637057,Unreliable,0.8,2.9,0.5,0.00%
, WV,Marshall County,54051,"Non-Injury, no intent classified",9,7108,637057,1115.8,1089.8,1141.7,13.2,0.00%
, WV,Mason County,54053,Unintentional,1,375,508274,73.8,66.3,81.2,3.8,0.00%
, WV,Mason County,54053,Suicide,2,71,508274,14,10.9,17.6,1.7,0.00%
, WV,Mason County,54053,Homicide,3,15,508274,Unreliable,1.7,4.9,0.8,0.00%
, WV,Mason County,54053,Undetermined ,4,14,508274,Unreliable,1.5,4.6,0.7,0.00%
, WV,Mason County,54053,"Non-Injury, no intent classified",9,5630,508274,1107.7,1078.7,1136.6,14.8,0.00%
, WV,Mercer County,54055,Unintentional,1,957,1174285,81.5,76.3,86.7,2.6,0.00%
, WV,Mercer County,54055,Suicide,2,275,1174285,23.4,20.7,26.2,1.4,0.00%
, WV,Mercer County,54055,Homicide,3,107,1174285,9.1,7.4,10.8,0.9,0.00%
, WV,Mercer County,54055,Undetermined ,4,55,1174285,4.7,3.5,6.1,0.6,0.00%
, WV,Mercer County,54055,"Non-Injury, no intent classified",9,15051,1174285,1281.7,1261.2,1302.2,10.4,0.00%
, WV,Mineral County,54057,Unintentional,1,253,522887,48.4,42.4,54.3,3,0.00%
, WV,Mineral County,54057,Suicide,2,92,522887,17.6,14.2,21.6,1.8,0.00%
, WV,Mineral County,54057,Homicide,3,13,522887,Unreliable,1.3,4.3,0.7,0.00%
, WV,Mineral County,54057,Undetermined ,4,29,522887,5.5,3.7,8,1,0.00%
, WV,Mineral County,54057,"Non-Injury, no intent classified",9,5549,522887,1061.2,1033.3,1089.1,14.2,0.00%
, WV,Mingo County,54059,Unintentional,1,553,507398,109,99.9,118.1,4.6,0.00%
, WV,Mingo County,54059,Suicide,2,72,507398,14.2,11.1,17.9,1.7,0.00%
, WV,Mingo County,54059,Homicide,3,32,507398,6.3,4.3,8.9,1.1,0.00%
, WV,Mingo County,54059,Undetermined ,4,21,507398,4.1,2.6,6.3,0.9,0.00%
, WV,Mingo County,54059,"Non-Injury, no intent classified",9,6046,507398,1191.6,1161.5,1221.6,15.3,0.00%
, WV,Monongalia County,54061,Unintentional,1,654,1773721,36.9,34,39.7,1.4,0.00%
, WV,Monongalia County,54061,Suicide,2,185,1773721,10.4,8.9,11.9,0.8,0.00%
, WV,Monongalia County,54061,Homicide,3,38,1773721,2.1,1.5,2.9,0.3,0.00%
, WV,Monongalia County,54061,Undetermined ,4,30,1773721,1.7,1.1,2.4,0.3,0.00%
, WV,Monongalia County,54061,"Non-Injury, no intent classified",9,11401,1773721,642.8,631,654.6,6,0.00%
, WV,Monroe County,54063,Unintentional,1,187,257350,72.7,62.2,83.1,5.3,0.00%
, WV,Monroe County,54063,Suicide,2,35,257350,13.6,9.5,18.9,2.3,0.00%
, WV,Monroe County,54063,Undetermined ,4,11,257350,Unreliable,2.1,7.6,1.3,0.00%
, WV,Monroe County,54063,"Non-Injury, no intent classified",9,2847,257350,1106.3,1065.6,1146.9,20.7,0.00%
, WV,Morgan County,54065,Unintentional,1,222,318569,69.7,60.5,78.9,4.7,0.00%
, WV,Morgan County,54065,Suicide,2,61,318569,19.1,14.6,24.6,2.5,0.00%
, WV,Morgan County,54065,Homicide,3,12,318569,Unreliable,1.9,6.6,1.1,0.00%
, WV,Morgan County,54065,Undetermined ,4,19,318569,Unreliable,3.6,9.3,1.4,0.00%
, WV,Morgan County,54065,"Non-Injury, no intent classified",9,3345,318569,1050,1014.4,1085.6,18.2,0.00%
, WV,Nicholas County,54067,Unintentional,1,377,495149,76.1,68.5,83.8,3.9,0.00%
, WV,Nicholas County,54067,Suicide,2,100,495149,20.2,16.2,24.2,2,0.00%
, WV,Nicholas County,54067,Homicide,3,28,495149,5.7,3.8,8.2,1.1,0.00%
, WV,Nicholas County,54067,Undetermined ,4,19,495149,Unreliable,2.3,6,0.9,0.00%
, WV,Nicholas County,54067,"Non-Injury, no intent classified",9,5550,495149,1120.9,1091.4,1150.4,15,0.00%
, WV,Ohio County,54069,Unintentional,1,389,850212,45.8,41.2,50.3,2.3,0.00%
, WV,Ohio County,54069,Suicide,2,117,850212,13.8,11.3,16.3,1.3,0.00%
, WV,Ohio County,54069,Homicide,3,16,850212,Unreliable,1.1,3.1,0.5,0.00%
, WV,Ohio County,54069,Undetermined ,4,13,850212,Unreliable,0.8,2.6,0.4,0.00%
, WV,Ohio County,54069,"Non-Injury, no intent classified",9,10752,850212,1264.6,1240.7,1288.5,12.2,0.00%
, WV,Pendleton County,54071,Unintentional,1,99,146858,67.4,54.8,82.1,6.8,0.00%
, WV,Pendleton County,54071,Suicide,2,27,146858,18.4,12.1,26.7,3.5,0.00%
, WV,Pendleton County,54071,"Non-Injury, no intent classified",9,1620,146858,1103.1,1049.4,1156.8,27.4,0.00%
, WV,Pleasants County,54073,Unintentional,1,80,144857,55.2,43.8,68.7,6.2,0.00%
, WV,Pleasants County,54073,Suicide,2,23,144857,15.9,10.1,23.8,3.3,0.00%
, WV,Pleasants County,54073,"Non-Injury, no intent classified",9,1601,144857,1105.2,1051.1,1159.4,27.6,0.00%
, WV,Pocahontas County,54075,Unintentional,1,126,167807,75.1,62,88.2,6.7,0.00%
, WV,Pocahontas County,54075,Suicide,2,38,167807,22.6,16,31.1,3.7,0.00%
, WV,Pocahontas County,54075,Homicide,3,10,167807,Unreliable,2.9,11,1.9,0.00%
, WV,Pocahontas County,54075,"Non-Injury, no intent classified",9,1946,167807,1159.7,1108.1,1211.2,26.3,0.00%
, WV,Preston County,54077,Unintentional,1,340,612878,55.5,49.6,61.4,3,0.00%
, WV,Preston County,54077,Suicide,2,101,612878,16.5,13.3,19.7,1.6,0.00%
, WV,Preston County,54077,Homicide,3,29,612878,4.7,3.2,6.8,0.9,0.00%
, WV,Preston County,54077,Undetermined ,4,13,612878,Unreliable,1.1,3.6,0.6,0.00%
, WV,Preston County,54077,"Non-Injury, no intent classified",9,6025,612878,983.1,958.2,1007.9,12.7,0.00%
, WV,Putnam County,54079,Unintentional,1,595,1036599,57.4,52.8,62,2.4,0.00%
, WV,Putnam County,54079,Suicide,2,145,1036599,14,11.7,16.3,1.2,0.00%
, WV,Putnam County,54079,Homicide,3,22,1036599,2.1,1.3,3.2,0.5,0.00%
, WV,Putnam County,54079,Undetermined ,4,11,1036599,Unreliable,0.5,1.9,0.3,0.00%
, WV,Putnam County,54079,"Non-Injury, no intent classified",9,8900,1036599,858.6,840.7,876.4,9.1,0.00%
, WV,Raleigh County,54081,Unintentional,1,1172,1487932,78.8,74.3,83.3,2.3,0.00%
, WV,Raleigh County,54081,Suicide,2,267,1487932,17.9,15.8,20.1,1.1,0.00%
, WV,Raleigh County,54081,Homicide,3,105,1487932,7.1,5.7,8.4,0.7,0.00%
, WV,Raleigh County,54081,Undetermined ,4,61,1487932,4.1,3.1,5.3,0.5,0.00%
, WV,Raleigh County,54081,"Non-Injury, no intent classified",9,16785,1487932,1128.1,1111,1145.1,8.7,0.00%
, WV,Randolph County,54083,Unintentional,1,304,550182,55.3,49,61.5,3.2,0.00%
, WV,Randolph County,54083,Suicide,2,89,550182,16.2,13,19.9,1.7,0.00%
, WV,Randolph County,54083,Homicide,3,11,550182,Unreliable,1,3.6,0.6,0.00%
, WV,Randolph County,54083,Undetermined ,4,22,550182,4,2.5,6.1,0.9,0.00%
, WV,Randolph County,54083,"Non-Injury, no intent classified",9,6186,550182,1124.4,1096.3,1152.4,14.3,0.00%
, WV,Ritchie County,54085,Unintentional,1,101,195589,51.6,41.6,61.7,5.1,0.00%
, WV,Ritchie County,54085,Suicide,2,34,195589,17.4,12,24.3,3,0.00%
, WV,Ritchie County,54085,"Non-Injury, no intent classified",9,2248,195589,1149.3,1101.8,1196.9,24.2,0.00%
, WV,Roane County,54087,Unintentional,1,180,284811,63.2,54,72.4,4.7,0.00%
, WV,Roane County,54087,Suicide,2,51,284811,17.9,13.3,23.5,2.5,0.00%
, WV,Roane County,54087,Homicide,3,16,284811,Unreliable,3.2,9.1,1.4,0.00%
, WV,Roane County,54087,Undetermined ,4,11,284811,Unreliable,1.9,6.9,1.2,0.00%
, WV,Roane County,54087,"Non-Injury, no intent classified",9,3279,284811,1151.3,1111.9,1190.7,20.1,0.00%
, WV,Summers County,54089,Unintentional,1,213,259604,82,71,93.1,5.6,0.00%
, WV,Summers County,54089,Suicide,2,56,259604,21.6,16.3,28,2.9,0.00%
, WV,Summers County,54089,Homicide,3,21,259604,8.1,5,12.4,1.8,0.00%
, WV,Summers County,54089,Undetermined ,4,13,259604,Unreliable,2.7,8.6,1.4,0.00%
, WV,Summers County,54089,"Non-Injury, no intent classified",9,3172,259604,1221.9,1179.3,1264.4,21.7,0.00%
, WV,Taylor County,54091,Unintentional,1,155,315291,49.2,41.4,56.9,3.9,0.00%
, WV,Taylor County,54091,Suicide,2,38,315291,12.1,8.5,16.5,2,0.00%
, WV,Taylor County,54091,"Non-Injury, no intent classified",9,3391,315291,1075.5,1039.3,1111.7,18.5,0.00%
, WV,Tucker County,54093,Unintentional,1,68,135380,50.2,39,63.7,6.1,0.00%
, WV,Tucker County,54093,Suicide,2,27,135380,19.9,13.1,29,3.8,0.00%
, WV,Tucker County,54093,"Non-Injury, no intent classified",9,1579,135380,1166.3,1108.8,1223.9,29.4,0.00%
, WV,Tyler County,54095,Unintentional,1,98,176456,55.5,45.1,67.7,5.6,0.00%
, WV,Tyler County,54095,Suicide,2,31,176456,17.6,11.9,24.9,3.2,0.00%
, WV,Tyler County,54095,"Non-Injury, no intent classified",9,2072,176456,1174.2,1123.7,1224.8,25.8,0.00%
, WV,Upshur County,54097,Unintentional,1,218,456805,47.7,41.4,54.1,3.2,0.00%
, WV,Upshur County,54097,Suicide,2,78,456805,17.1,13.5,21.3,1.9,0.00%
, WV,Upshur County,54097,Homicide,3,14,456805,Unreliable,1.7,5.1,0.8,0.00%
, WV,Upshur County,54097,"Non-Injury, no intent classified",9,4724,456805,1034.1,1004.6,1063.6,15,0.00%
, WV,Wayne County,54099,Unintentional,1,658,801504,82.1,75.8,88.4,3.2,0.00%
, WV,Wayne County,54099,Suicide,2,106,801504,13.2,10.7,15.7,1.3,0.00%
, WV,Wayne County,54099,Homicide,3,46,801504,5.7,4.2,7.7,0.8,0.00%
, WV,Wayne County,54099,Undetermined ,4,21,801504,2.6,1.6,4,0.6,0.00%
, WV,Wayne County,54099,"Non-Injury, no intent classified",9,8241,801504,1028.2,1006,1050.4,11.3,0.00%
, WV,Webster County,54101,Unintentional,1,149,175301,85,71.3,98.6,7,0.00%
, WV,Webster County,54101,Suicide,2,21,175301,12,7.4,18.3,2.6,0.00%
, WV,Webster County,54101,Homicide,3,11,175301,Unreliable,3.1,11.2,1.9,0.00%
, WV,Webster County,54101,Undetermined ,4,15,175301,Unreliable,4.8,14.1,2.2,0.00%
, WV,Webster County,54101,"Non-Injury, no intent classified",9,2070,175301,1180.8,1130,1231.7,26,0.00%
, WV,Wetzel County,54103,Unintentional,1,159,316902,50.2,42.4,58,4,0.00%
, WV,Wetzel County,54103,Suicide,2,56,316902,17.7,13.3,22.9,2.4,0.00%
, WV,Wetzel County,54103,Undetermined ,4,10,316902,Unreliable,1.5,5.8,1,0.00%
, WV,Wetzel County,54103,"Non-Injury, no intent classified",9,3880,316902,1224.4,1185.8,1262.9,19.7,0.00%
, WV,Wirt County,54105,Unintentional,1,47,110416,42.6,31.3,56.6,6.2,0.00%
, WV,Wirt County,54105,Suicide,2,16,110416,Unreliable,8.3,23.5,3.6,0.00%
